accidentNumber,eventDate,city,state,latitude,longitude,injuryServerity,model,fatalNum,seriousNum,minorNum,uninjuredNum
CEN10CA522,09/06/2010,Berrien Springs,MI,41.951667,-86.3675,Non-Fatal,PA-28R-200,0,0,0,2
CEN10CA542,09/05/2010,Moriarty,NM,34.985555,-106.009444,Non-Fatal,STANDARD CIRRUS,0,0,1,0
CEN10CA530,09/05/2010,Defiance,OH,41.281667,-84.316945,Non-Fatal,ULTRACRUISER SPORT,0,0,0,1
CEN10CA525,09/05/2010,Plum City,WI,44.693333,-92.150278,Non-Fatal,ACRO SPORT II,0,0,2,0
ANC10CA088,09/05/2010,Arctic Village,AK,68.708056,-148.5525,Non-Fatal,PA-18-160,0,0,0,1
ERA10LA466,09/04/2010,Virginia Beach,VA,36.875834,-76.028056,Non-Fatal,182Q,0,0,1,0
ERA10FA464,09/04/2010,DeLand,FL,29.055278,-81.293889,Fatal(2),150H,2,0,0,0
ERA10CA465,09/04/2010,Jackson,GA,33.321389,-83.909722,Non-Fatal,E75,0,0,0,1
CEN10CA540,09/04/2010,Colorado Springs,CO,38.805556,-104.700556,Non-Fatal,E-90,0,0,0,4
WPR10LA472,09/03/2010,Craigmont,ID,46.247777,-116.479445,Non-Fatal,T188C,0,0,0,1
WPR10LA446,09/03/2010,Salinas,CA,36.662222,-121.623889,Non-Fatal,47G,0,1,0,0
WPR10CA453,09/03/2010,Fields,OR,42.0725,-118.596389,Non-Fatal,150C,0,0,0,2
WPR10CA447,09/03/2010,Aurora,OR,45.248055,-122.773056,Non-Fatal,7EC,0,1,0,0
CEN10FA519,09/03/2010,Lake Elmo,MN,44.9975,-92.855556,Non-Fatal,GLASAIR RG SUPER 11S,0,1,0,0
CEN10CA565,09/03/2010,Blakesburg,IA,40.977778,-92.5875,Non-Fatal,AT-6,0,0,0,2
ANC10LA083,09/03/2010,Tuluksak,AK,61.096666,-160.968334,Non-Fatal,207A,0,1,2,0
WPR10LA445,09/02/2010,Rancho Murieta,CA,38.487777,-121.100278,Non-Fatal,KR-2,0,1,1,0
WPR10FA448,09/02/2010,Redwood City,CA,37.511944,-122.250556,Fatal(3),65,3,0,0,0
WPR10CA444,09/02/2010,Murtaugh,ID,42.496944,-114.233889,Non-Fatal,164B,0,0,1,0
ERA10LA463,09/02/2010,Lake City,FL,30.153611,-82.666389,Non-Fatal,MX-2,0,0,1,0
ERA10CA461,09/02/2010,McMinnville,TN,35.698611,-85.843611,Non-Fatal,Lancair,0,0,0,1
CEN10LA514,09/02/2010,Boone,IA,42.066667,-93.816945,Fatal(1),150L,1,0,0,0
CEN10CA516,09/02/2010,North Fork,NE,41.985277,-97.435,Non-Fatal,7KCAB,0,0,0,1
ERA10CA467,09/01/2010,Churchville,MD,39.566667,-76.202222,Non-Fatal,8A,0,0,1,0
ERA10CA462,09/01/2010,Hanover,NH,43.626111,-72.304167,Non-Fatal,AX9 118,0,1,0,6
CEN10CA517,09/01/2010,Guymon,OK,36.685,-101.507778,Non-Fatal,D35,0,0,1,0
ANC10CA082,09/01/2010,Akhiok,AK,56.54,-154.145,Non-Fatal,PA-20,0,0,0,1
WPR10FA440,08/31/2010,Kamiah,ID,46.2275,-116.036666,Fatal(3),UH 12E,3,0,0,0
WPR10CA442,08/31/2010,Caldwell,ID,43.641944,-116.635833,Non-Fatal,269C,0,0,0,2
WPR10CA439,08/31/2010,Ligurta,AZ,32.738611,-114.348889,Non-Fatal,S2R-G10,0,1,0,0
ERA10LA458,08/31/2010,Eagles Mere,PA,41.391111,-76.611389,Non-Fatal,CK,0,0,0,1
ERA10LA457,08/31/2010,Jacksonville,FL,30.311944,-81.821111,Non-Fatal,560E,0,0,0,2
CEN10FA509,08/31/2010,Walnut Grove,AR,35.561667,-92.554167,Fatal(3),206L-1,3,0,0,0
CEN10CA518,08/31/2010,Anderson,IN,40.2325,-85.6375,Non-Fatal,PA-28-140,0,0,0,3
WPR10FA438,08/30/2010,Belgrade,MT,45.683889,-111.262222,Fatal(1),182C,1,0,0,0
ERA10IA459,08/30/2010,Marion,VA,36.852222,-81.514444,Incident,407,0,0,0,3
ANC10TA080,08/30/2010,Bettles Field,AK,67.343889,-151.221111,Non-Fatal,A-1B,0,0,0,1
WPR10CA437,08/29/2010,Afton,WY,43.708889,-110.942222,Non-Fatal,LONG EZ,0,0,0,1
WPR10CA436,08/29/2010,Seneca,OR,44.090555,-119.289722,Non-Fatal,TU206F,0,0,0,2
ERA10LA454,08/29/2010,Acworth,GA,34.049166,-84.764444,Non-Fatal,SR22,0,0,0,2
ERA10LA453,08/29/2010,Rockland,ME,44.06,-69.099166,Non-Fatal,120,0,0,0,1
ERA10CA452,08/29/2010,Yadkinville,NC,36.052222,-80.693611,Non-Fatal,RV-8,0,0,0,1
CEN10CA504,08/29/2010,Newark,OH,40.024445,-82.461667,Non-Fatal,RV-3,0,0,1,0
WPR10LA432,08/28/2010,Lake Stevens,WA,48,-121.95,Non-Fatal,JR. S,0,0,1,2
WPR10FA435,08/28/2010,Tucson,AZ,32.404722,-111.221945,Fatal(1),REMOS G-3/600,1,1,0,0
WPR10CA434,08/28/2010,Duvall,WA,47.705278,-121.994722,Non-Fatal,PA-15,0,0,1,0
ERA10LA504,08/28/2010,Mocksville,NC,35.914722,-80.456667,Non-Fatal,11AC,0,0,0,1
ERA10LA450,08/28/2010,Pompano Beach,FL,26.246944,-80.111111,Non-Fatal,AT402,0,0,0,1
ERA10CA451,08/28/2010,Montauk,NY,41.076389,-71.920556,Non-Fatal,AA-5,0,0,0,3
CEN10CA513,08/28/2010,Bartlesville,OK,36.7725,-96.011389,Non-Fatal,172P,0,0,0,1
CEN10CA507,08/28/2010,Socorro,NM,34.016667,-106.9,Non-Fatal,L-23 SUPER BLANIK,0,0,0,2
WPR10LA441,08/27/2010,Spanish Fork,UT,40.141666,-111.661389,Non-Fatal,TR182,0,0,0,1
ERA10LA449,08/27/2010,Louisville,KY,38.076111,-85.678889,Non-Fatal,AERONCA 7HC,0,0,0,2
ERA10LA446,08/27/2010,Beverly,MA,42.583889,-70.916111,Fatal(1),PA-28-161,1,0,0,1
ERA10CA477,08/27/2010,Windsor,VA,36.856111,-76.681945,Non-Fatal,RS-15,0,0,1,0
ERA10CA448,08/27/2010,Edenton,NC,36.027778,-76.566945,Non-Fatal,182E,0,0,0,2
ERA10CA447,08/27/2010,Clayton,GA,34.921389,-83.501389,Non-Fatal,T206H,0,0,0,2
CEN10CA510,08/27/2010,Basile,LA,30.483333,-92.546666,Non-Fatal,G-164B,0,0,0,1
ANC10CA078,08/27/2010,Aleknagik,AK,59.946389,-158.198055,Non-Fatal,U206F,0,0,0,1
WPR10LA429,08/26/2010,Willcox,AZ,32.245555,-109.894722,Fatal(2),T-18,2,0,0,0
WPR10IA430,08/26/2010,Sacramento,CA,38.695555,-121.590833,Incident,A320-232,0,0,7,84
ERA10CA460,08/26/2010,Ocean City,MD,38.310278,-75.123889,Non-Fatal,177B,0,0,0,2
ERA10CA445,08/26/2010,Tampa,FL,28.013889,-82.345277,Non-Fatal,LC42-550FG,0,0,0,1
CEN10IA554,08/26/2010,Bloomington,IL,40.476945,-88.915833,Incident,DA 20-C1,0,0,0,1
ANC10CA077,08/26/2010,Wasilla,AK,61.571945,-149.539444,Non-Fatal,PA-18-150,0,0,0,1
ERA10LA442,08/25/2010,Andrews,SC,33.45,-79.526111,Fatal(1),108,1,0,0,0
ERA10CA468,08/25/2010,Frederick,MD,39.4175,-77.374167,Unavailable,172S,0,0,0,0
CEN10CA505,08/25/2010,Waynesville,OH,39.476667,-84.093611,Non-Fatal,ASW-20,0,0,0,1
ANC10CA079,08/25/2010,Talkeetna,AK,62.493611,-150.29,Non-Fatal,PA-14,0,0,0,2
WPR10LA427B,08/24/2010,Sequim,WA,48.090277,-122.924445,Non-Fatal,150J,0,0,1,2
WPR10LA427A,08/24/2010,Sequim,WA,48.090277,-122.924445,Non-Fatal,PA-28-180,0,0,1,2
WPR10LA426,08/24/2010,Buckeye,AZ,33.420556,-114.686111,Non-Fatal,G 120A,0,0,0,1
CEN10LA524,08/24/2010,Greeley,CO,40.437222,-104.633056,Non-Fatal,PA-46-350P,0,0,0,1
CEN10LA498,08/24/2010,Traverse City,MI,44.694444,-85.696666,Non-Fatal,SUPER KOALA,0,0,1,0
CEN10CA500,08/24/2010,Gaylord,MI,45.013611,-84.703611,Non-Fatal,150K,0,0,1,0
ANC10FA076,08/24/2010,Willow,AK,60.504722,-150.551944,Fatal(2),PA-11,2,0,0,0
WPR10LA421,08/23/2010,Grangeville,ID,45.9425,-116.123611,Non-Fatal,U206,0,0,0,1
WPR10FA423,08/23/2010,Ojai,CA,34.433333,-119.233333,Non-Fatal,182,0,0,1,0
ERA10LA438,08/23/2010,Douglas,GA,31.476667,-82.860556,Non-Fatal,PA-30,0,1,0,0
ERA10CA440,08/23/2010,Hartford,CT,41.736666,-72.649444,Non-Fatal,P35,0,0,0,2
CEN10LA502,08/23/2010,Porter,TX,30.163611,-95.324723,Non-Fatal,SR20,0,1,0,0
CEN10FA493,08/23/2010,Calhan,CO,38.9775,-104.273056,Fatal(2),310C,2,0,0,0
WPR10LA424,08/22/2010,Lakeview,OR,42.161111,-120.398889,Non-Fatal,AA-5A,0,0,0,2
WPR10LA420,08/22/2010,San Diego,CA,32.689166,-117.152778,Non-Fatal,R44,0,1,0,0
WPR10LA417,08/22/2010,Mammoth Lakes,CA,37.623889,-118.838611,Non-Fatal,172E,0,4,0,0
WPR10CA422,08/22/2010,Minden,NV,39.001111,-119.751944,Non-Fatal,G-103A,0,0,0,1
WPR10LA419,08/21/2010,Canby,OR,45.2075,-122.669167,Non-Fatal,ULTRA CRUISER,0,0,0,1
WPR10CA418,08/21/2010,Turlock,CA,37.452778,-120.891944,Non-Fatal,ZENITH 701,0,0,0,2
ERA10LA437,08/21/2010,Williamstown,NJ,39.655556,-75.014444,Non-Fatal,J3C-65,0,0,1,0
ERA10FA435,08/21/2010,Amherst,VA,37.601111,-79.055556,Fatal(2),Scout X-C,2,0,0,0
CEN10LA506,08/21/2010,Aurora,IL,41.771945,-88.475556,Non-Fatal,DR107,0,0,0,1
ANC10FA100,08/21/2010,Katmai National Park,AK,58.974167,-153.430556,Fatal(4),DHC-2,4,0,0,0
ERA10LA439,08/20/2010,Tunkhannock,PA,41.526389,-75.939722,Non-Fatal,PA-22-150,0,0,0,2
ERA10LA434,08/20/2010,Hollywood,FL,26.001111,-80.240555,Non-Fatal,152,0,0,0,2
CEN10CA499,08/20/2010,Del Rio,TX,29.371111,-100.922778,Non-Fatal,182P,0,0,0,1
CEN10CA495,08/20/2010,Madisonville,TX,30.907778,-95.951111,Non-Fatal,VENTUS-2B,0,0,0,1
CEN10CA490,08/20/2010,Austin,TX,30.354444,-97.99,Non-Fatal,PA-46-310P,0,1,0,1
CEN10CA488,08/20/2010,Denver,CO,39.568611,-104.842777,Non-Fatal,PA18-225,0,0,0,1
ANC10CA075,08/20/2010,Talkeetna,AK,62.406944,-148.971111,Non-Fatal,8GCBC,0,0,0,1
WPR10LA413,08/19/2010,Buckeye,AZ,33.281667,-112.504444,Non-Fatal,G-164B,0,1,0,0
WPR10CA414,08/19/2010,Buena,WA,46.443055,-120.340833,Non-Fatal,PA-18,0,0,1,0
ERA10CA441,08/19/2010,Oakland,MD,39.575278,-79.334722,Non-Fatal,PA-28-181,0,0,0,1
ERA10CA436,08/19/2010,Bedford,PA,40.086111,-78.513333,Non-Fatal,414,0,0,0,2
CEN10LA497,08/19/2010,El Dorado,AR,33.219167,-92.807778,Fatal(1),VANS RV-7A,1,0,0,0
CEN10LA494,08/19/2010,LaGrange,IN,41.643611,-85.417223,Non-Fatal,310F,0,0,0,2
CEN10LA489,08/19/2010,Justin,TX,33.075,-97.355278,Non-Fatal,200C,0,0,0,1
ANC10LA074,08/19/2010,Homer,AK,59.568056,-150.905278,Non-Fatal,U206G,0,0,0,4
WPR10LA412,08/18/2010,Manson,WA,47.884444,-120.135,Non-Fatal,177A,0,0,2,2
WPR10LA411,08/18/2010,Leavenworth,WA,47.819445,-120.719723,Non-Fatal,415,0,2,0,0
WPR10CA410,08/18/2010,Genesee,ID,46.608056,-116.817778,Non-Fatal,GULFSTREAM AM G-164B,0,0,0,1
ERA10LA431,08/18/2010,Old Forge,NY,43.714167,-74.940833,Fatal(1),MU 582 DRIFTER,1,0,1,0
ERA10CA433,08/18/2010,Miami,FL,25.647777,-80.432778,Non-Fatal,152,0,0,0,2
ERA10CA432,08/18/2010,Titusville,FL,28.459167,-80.863056,Non-Fatal,269C-1,0,0,0,2
WPR10CA409,08/17/2010,St Maries,ID,47.326111,-118.577778,Non-Fatal,TP206B,0,0,0,2
ANC10CA070,08/17/2010,Soldotna,AK,60.508056,-151.043055,Non-Fatal,7EC,0,0,0,2
WPR10LA408,08/16/2010,Sacramento,CA,38.695277,-121.590555,Non-Fatal,V35B,0,0,0,1
WPR10LA407,08/16/2010,Nampa,ID,43.581389,-116.523056,Fatal(1),RV-6A,1,0,0,0
WPR10LA406,08/16/2010,Douglas,WY,42.636111,-105.293611,Non-Fatal,7GCBC,0,2,0,0
ERA10TA429,08/16/2010,Warrenton,VA,38.586389,-77.710556,Non-Fatal,UH1H,0,0,0,2
CEN10LA483,08/16/2010,Idabel,OK,33.885555,-94.84,Non-Fatal,SR22-G2,0,0,0,2
ERA10LA423,08/15/2010,Eastover,NC,35.085277,-78.77,Non-Fatal,C24R,0,2,0,0
ERA10CA427,08/15/2010,Erwin,NC,35.38,-78.732223,Non-Fatal,ASW-24,0,0,0,1
ERA10CA425,08/15/2010,Fort Myers,FL,26.585277,-81.857778,Non-Fatal,NAVION B,0,0,0,3
CEN10CA528,08/15/2010,Brighton,CO,39.976389,-104.702778,Non-Fatal,DOMINATOR GYROCOPTER,0,0,0,1
CEN10CA481,08/15/2010,Trenton,MO,40.083611,-93.590555,Non-Fatal,RV6-A,0,1,1,0
WPR10CA405,08/14/2010,McCall,ID,44.974445,-114.734166,Non-Fatal,T182T,0,0,0,2
WPR10CA404,08/14/2010,Grass Valley,CA,39.221111,-121.001944,Non-Fatal,VANS RV-6A,0,0,1,1
WPR10CA403,08/14/2010,Petaluma,CA,38.273611,-122.685,Non-Fatal,CLIPPER 582S,0,0,1,0
WPR10CA402,08/14/2010,Compton,CA,33.887222,-118.239444,Non-Fatal,182P,0,0,0,3
ERA10LA426,08/14/2010,,,25.155278,-81.801389,Non-Fatal,172N,0,0,1,0
ERA10LA422,08/14/2010,Harrison,ME,44.055833,-70.646389,Fatal(2),BC12-D,2,0,0,0
ERA10CA420,08/14/2010,West Liberty,KY,37.908611,-83.251111,Non-Fatal,150A,0,0,2,0
CEN10LA487,08/14/2010,Brighton,CO,39.982778,-104.704444,Non-Fatal,SA 750,0,0,0,2
CEN10LA478,08/14/2010,Justin,TX,33.075,-97.355278,Non-Fatal,7CCM,0,0,0,2
CEN10CA485,08/14/2010,Mack,CO,39.2675,-108.858333,Non-Fatal,R22 BETA,0,0,0,2
CEN10CA480,08/14/2010,Seymour,IN,38.85,-85.9,Non-Fatal,DREAM MACHINE,0,1,1,0
CEN10CA479,08/14/2010,Wichita,KS,37.7475,-97.221111,Non-Fatal,A23-19,0,0,0,1
WPR10FA399,08/13/2010,Emigrant Gap,CA,39.4,-120.014722,Fatal(2),PA28R,2,0,0,0
WPR10CA401,08/13/2010,Hillsboro,OR,45.423611,-122.938611,Non-Fatal,180D,0,0,1,0
WPR10CA400,08/13/2010,Wenden,AZ,34.233333,-113.488333,Non-Fatal,C23,0,0,1,1
ERA10LA421,08/13/2010,Key West,FL,24.553611,-81.755556,Non-Fatal,172R,0,1,0,0
ERA10CA419,08/13/2010,Groveland,FL,28.405833,-81.837777,Non-Fatal,SGS 1-34,0,0,0,1
CEN10LA482,08/13/2010,Put-in-Bay,OH,41.636666,-82.828334,Non-Fatal,T210M,0,0,1,3
CEN10LA477,08/13/2010,Rocky Mount,MO,38.269445,-92.752222,Non-Fatal,206B,0,0,0,1
WPR10CA372,08/12/2010,Garberville,CA,40.084722,-123.808611,Non-Fatal,PA-28-161,0,0,0,1
ERA10CA418,08/12/2010,Canon,GA,34.3375,-83.125,Non-Fatal,182F,0,0,0,1
ERA10CA417,08/12/2010,St. Petersburg,FL,27.758889,-82.622778,Non-Fatal,PA-25-260,0,0,0,1
ANC10FA069,08/12/2010,McGrath,AK,63.496111,-154.915278,Fatal(2),PA-18-150,2,0,0,0
WPR10LA396,08/11/2010,Tracy,CA,37.757222,-121.330834,Non-Fatal,G164,0,0,0,1
WPR10FA397,08/11/2010,Burns,OR,42.658611,-118.744722,Fatal(2),500-B,2,0,0,0
CEN10LA492,08/11/2010,Little Rock,AR,34.803611,-92.373889,Non-Fatal,INFINITY,0,2,0,0
CEN10LA476,08/11/2010,Winnfield,LA,31.9575,-92.67,Non-Fatal,PA-28-180,0,0,1,0
CEN10LA475,08/11/2010,Silver City,NM,32.636389,-108.156389,Non-Fatal,11CC,0,0,0,2
CEN10LA474,08/11/2010,Farmington,NM,36.741389,-108.23,Non-Fatal,A185F,0,0,0,1
CEN10LA472,08/11/2010,Aspen,CO,39.223056,-108.868889,Non-Fatal,PA-18,0,0,0,1
WPR10LA395,08/10/2010,Salt Lake City,UT,40.788333,-111.977778,Non-Fatal,EMB-145XR,0,0,0,50
WPR10LA393,08/10/2010,Billings,MT,45.8075,-108.553889,Non-Fatal,PA18A,0,0,2,0
ERA10LA424,08/10/2010,Fletcher,NC,35.4425,-82.472778,Non-Fatal,Hobo,0,0,0,1
ERA10LA410,08/10/2010,Eastman,GA,32.198055,-83.134444,Non-Fatal,PA-44-180,0,0,3,0
ERA10FA414,08/10/2010,Orange,MA,42.595277,-72.298055,Fatal(2),172,2,0,0,0
ERA10FA409,08/10/2010,Washington,GA,33.763611,-82.781945,Fatal(1),PA-32R-301,1,0,0,0
WPR10CA394,08/09/2010,Salt Lake City,UT,40.622223,-111.993333,Non-Fatal,170,0,0,1,1
ERA10CA413,08/09/2010,Lancaster,PA,40.121667,-76.296111,Non-Fatal,SPORTSTAR PLUS,0,0,0,1
ERA10CA411,08/09/2010,Marshfield,MA,42.092222,-70.67,Non-Fatal,PA28,0,0,0,2
ANC10MA068,08/09/2010,Aleknagik,AK,59.323889,-158.370834,Fatal(5),DHC-3,5,4,0,0
WPR10FA388,08/08/2010,Bend,OR,44.088611,-121.196111,Fatal(1),HK36,1,0,0,0
WPR10CA431,08/08/2010,Davis,CA,38.574167,-121.854167,Non-Fatal,MINI-MAX 1600R,0,0,0,1
WPR10CA392,08/08/2010,San Jose,CA,37.326389,-121.818611,Non-Fatal,172P,0,0,0,1
WPR10CA391,08/08/2010,Bridgeport,CA,38.258333,-119.220278,Non-Fatal,108-3,0,0,1,2
ERA10LA408,08/08/2010,Naples,ME,43.952778,-70.587777,Non-Fatal,Kodiak 100,0,0,0,2
ERA10CA412,08/08/2010,Poughkeepsie,NY,41.626389,-73.884166,Non-Fatal,M20M,0,0,0,2
ERA10CA407,08/08/2010,Aguadilla,PR,18.3775,-67.027778,Non-Fatal,R44,0,0,4,0
CEN10LA484,08/08/2010,Cokato,MN,45.107778,-94.162778,Non-Fatal,SEAREY,0,1,0,0
CEN10LA463,08/08/2010,Lindsay,NE,41.618056,-97.618611,Fatal(1),AT-802A,1,0,0,0
CEN10CA466,08/08/2010,Pettus,TX,28.628334,-97.801667,Non-Fatal,R22,0,0,0,1
ANC10LA071,08/08/2010,Chickaloon,AK,61.373334,-147.836389,Non-Fatal,PA-32-260,0,0,2,3
ANC10CA072,08/08/2010,Skwentna,AK,61.6,-151.6,Non-Fatal,J5C,0,0,0,1
WPR10CA390,08/07/2010,Livermore,CA,37.689444,-121.818889,Non-Fatal,152,0,0,0,2
ERA10LA405,08/07/2010,Morrisville,VT,44.534444,-72.613889,Non-Fatal,SPORTSMAN GS-2,0,0,0,2
ERA10FA404,08/07/2010,Saltsburg,PA,40.483611,-79.518334,Fatal(2),58,2,0,0,0
ERA10CA406,08/07/2010,Chattanooga,TN,35.1875,-85.183333,Non-Fatal,172,0,0,1,1
CEN10LA227,08/07/2010,Glenwood,NM,33.485277,-108.117778,Non-Fatal,PA-28-140,0,0,0,1
CEN10CA469,08/07/2010,Lakeview,MI,43.452222,-85.264722,Non-Fatal,269B,0,1,0,0
WPR10FA387,08/06/2010,Meridian,CA,39.109444,-121.883889,Non-Fatal,M18,0,0,1,0
WPR10CA389,08/06/2010,Adelanto,CA,34.566389,-117.670278,Non-Fatal,L 33 SOLO,0,0,0,1
WPR10FA385,08/05/2010,Ridgecrest,CA,35.244722,-117.366111,Non-Fatal,PA-24-260C,0,0,1,0
WPR10FA384,08/05/2010,Roche Harbor,WA,48.612222,-123.138611,Non-Fatal,172,0,0,2,1
ERA10LA400,08/05/2010,Hollywood,MD,38.347222,-76.575,Non-Fatal,JD-2,0,0,0,1
CEN10CA473,08/05/2010,Watkins,CO,39.785,-104.599722,Non-Fatal,PA-18-150,0,0,0,1
WPR10FA383,08/04/2010,Phoenix,AZ,33.688055,-112.0825,Fatal(1),SR22,1,0,0,0
WPR10CA398,08/04/2010,Lincoln,CA,38.913889,-121.293889,Non-Fatal,Buzzard,0,1,0,0
ERA10LA401,08/04/2010,Donalsonville,GA,31.006944,-84.8775,Non-Fatal,S2R-T34,0,0,0,1
ERA10CA399,08/04/2010,Baldwin,FL,30.311111,-81.946666,Non-Fatal,269C,0,0,0,1
CEN10LA459B,08/04/2010,Batesville,TX,29.043611,-99.671945,Fatal(1),ASW 27-18,1,0,0,1
CEN10LA459A,08/04/2010,Batesville,TX,29.043611,-99.671945,Fatal(1),VENTUS-2B,1,0,0,1
CEN10FA458,08/04/2010,Rollinsville,CO,39.925834,-105.640555,Fatal(3),C35,3,0,0,0
CEN10CA464,08/04/2010,Vici,OK,36.141666,-99.303333,Non-Fatal,414,0,0,0,5
ERA10LA395,08/03/2010,Blossvale,NY,43.252778,-75.596666,Non-Fatal,PA-28-161,0,0,2,0
CEN10CA468B,08/03/2010,Auburn,IN,41.307222,-85.064444,Non-Fatal,152,0,0,0,4
CEN10CA468A,08/03/2010,Auburn,IN,41.307222,-85.064444,Non-Fatal,J3C-85,0,0,0,4
WPR10LA381,08/02/2010,San Diego,CA,32.813889,-117.089444,Fatal(2),Velocity Super XLRG5,2,3,0,0
WPR10CA380,08/02/2010,White Sulphur Springs,MT,46.502222,-110.907778,Non-Fatal,PA-12,0,0,0,1
ERA10LA396,08/02/2010,Mashpee,MA,41.55,-70.483333,Non-Fatal,177B,0,0,0,2
ERA10LA391,08/02/2010,Winter Haven,FL,28.0575,-81.762778,Fatal(1),SEA REY,1,0,0,0
ERA10FA403,08/02/2010,Blairsville,GA,34.7175,-83.920278,Fatal(2),R44 II,2,0,0,0
ERA10CA393,08/02/2010,Onset,MA,41.736666,-70.635,Non-Fatal,M-7-260,0,0,0,3
CEN10CA461,08/02/2010,Park Rapids,MN,47.0575,-94.925,Non-Fatal,Kitfox II,0,0,0,1
CEN10CA451,08/02/2010,Wild Rose,WI,44.197777,-89.217778,Non-Fatal,PA-12,0,0,0,1
WPR10CA428,08/01/2010,Carlsbad,CA,33.123611,-117.274723,Non-Fatal,RV8A,0,0,0,1
ERA10LA390,08/01/2010,Rockwood,ME,45.692777,-69.771389,Fatal(1),A185F,1,0,0,1
ERA10LA389,08/01/2010,Newfane,NY,43.252778,-78.768334,Fatal(1),A185F,1,0,5,0
ERA10CA397,08/01/2010,Zelienople,PA,40.801944,-80.160833,Non-Fatal,8C,0,0,0,2
ERA10CA388,08/01/2010,Middleberry,VT,43.984166,-73.090833,Non-Fatal,177B,0,0,2,0
ANC10FA067,08/01/2010,McKinley Park,AK,63.726111,-148.906389,Fatal(3),C-123K,3,0,0,0
WPR10LA377,07/31/2010,Morgan,UT,41.0725,-111.662222,Fatal(1),DG300,1,0,0,0
WPR10LA376,07/31/2010,Rawlins,WY,41.805556,-107.2,Non-Fatal,177,0,0,0,2
WPR10CA382B,07/31/2010,Santa Rosa,CA,38.505278,-122.807778,Non-Fatal,172M,0,0,0,2
WPR10CA382A,07/31/2010,Santa Rosa,CA,38.505278,-122.807778,Non-Fatal,PT-13B,0,0,0,2
ERA10CA392,07/31/2010,Elk Creek,VA,36.765556,-81.328611,Non-Fatal,172N,0,0,0,2
CEN11CA018,07/31/2010,Newton,KS,37.65,-97.424445,Non-Fatal,172M,0,0,1,2
CEN10LA455,07/31/2010,Kountze,TX,30.409722,-94.239722,Non-Fatal,OH-58A,0,1,0,0
WPR10CA378,07/30/2010,Caldwell,ID,43.638333,-116.634722,Non-Fatal,SUPERIOR CUB,0,0,0,1
ERA10LA387,07/30/2010,Windsor,VA,36.853611,-76.675834,Non-Fatal,SGS 2-33AK,0,0,1,0
ERA10CA402,07/30/2010,Perry,GA,32.5,-83.767223,Non-Fatal,172N,0,0,0,2
ENG10WA048,07/30/2010,,,37.616667,122.366667,Incident,747,0,0,0,0
CEN10FA448,07/30/2010,Midlothian,TX,32.439444,-96.907778,Fatal(2),7GCBC,2,0,0,0
CEN10CA456,07/30/2010,Longview,TX,32.494444,-94.775556,Non-Fatal,69A,0,0,0,2
CEN10CA452,07/30/2010,Pittsfield,IL,39.638889,-90.778334,Non-Fatal,MX-7-180A,0,0,0,1
WPR10FA373,07/29/2010,Kapowsin,WA,47,-122.233333,Fatal(1),CH601 HDS,1,1,0,0
ERA10LA385,07/29/2010,Canton,MS,32.601389,-90.033889,Fatal(1),AT-602,1,0,0,0
ERA10LA383,07/29/2010,Holly Hill,SC,33.305556,-80.433056,Non-Fatal,UH-12E,0,1,0,0
CEN10LA450,07/29/2010,Montezuma,IN,39.760556,-87.359722,Non-Fatal,T188C,0,0,0,1
CEN10CA467,07/29/2010,Breckenridge,MI,43.483333,-84.466667,Non-Fatal,152,0,0,0,1
CEN10CA454,07/29/2010,Petersburg,TX,33.873611,-101.541944,Non-Fatal,PA-36-285,0,0,0,1
ANC10CA066,07/29/2010,Fairbanks,AK,64.805278,-147.853889,Non-Fatal,8GCBC,0,0,0,1
WPR10LA370,07/28/2010,Walla Walla,WA,46.412222,-117.801389,Non-Fatal,PA-28-180,0,1,0,0
WPR10FA371,07/28/2010,Tucson,AZ,32.256111,-110.956667,Fatal(3),AS 350 B3,3,0,0,0
ERA10LA379,07/28/2010,Newport,TN,35.97,-83.19,Non-Fatal,OH-58A+,0,0,1,0
CEN10LA470,07/28/2010,Delaware,OH,40.277223,-83.093611,Fatal(1),AT-4 LSA,1,0,0,0
CEN10CA460,07/28/2010,Shell Lake,WI,45.731389,-91.920556,Non-Fatal,T210M,0,0,0,2
CEN10CA446,07/28/2010,St. Olaf,IA,42.913056,-91.340833,Non-Fatal,206,0,0,1,0
CEN10CA445,07/28/2010,Zwingle,IA,42.238611,-90.710278,Non-Fatal,AT-502B,0,0,1,0
WPR10LA374,07/27/2010,Spokane,WA,47.678889,-117.331945,Non-Fatal,320,0,0,1,0
WPR10FA369,07/27/2010,Oceanside,CA,33.221945,-117.332778,Fatal(1),95 55,1,0,0,0
ERA10IA384,07/27/2010,San Juan,PR,18.439166,-66.001944,Incident,402C,0,0,0,2
ERA10CA382,07/27/2010,New York,NY,40.639722,-73.778889,Non-Fatal,GIV,0,0,0,6
ERA10CA381,07/27/2010,Stonington,ME,44.173056,-68.680278,Non-Fatal,172N,0,0,0,2
ERA10CA380,07/27/2010,Shirley,NY,40.821945,-72.866945,Non-Fatal,152,0,0,0,1
CEN10LA442,07/27/2010,Tell City,IN,38.018889,-86.6925,Fatal(1),Sparrowhawk II,1,0,0,0
CEN10FA443,07/27/2010,Oshkosh,WI,43.975278,-88.558056,Non-Fatal,390,0,2,0,0
